
 ____________________________________________________________________________________________
 Temperature: T =    300.00000000000000      K
 Chemical potential: mu =   -750.43977067318383      eV
 Composition: x =   0.25000000001650230     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
  9     58       96           -67812.81278      -61058.85484    0.748039E-04    0.779207E-06
  9     59      192           -67812.86009      -61058.90215    0.932703E-03    0.485783E-05
  9     60      192           -67812.83829      -61058.88035    0.401316E-03    0.209019E-05
  9     61      192           -67812.84829      -61058.89036    0.590966E-03    0.307795E-05
  9     62      192           -67812.80518      -61058.84724    0.111506E-03    0.580758E-06
  9     63      192           -67812.85725      -61058.89931    0.835700E-03    0.435260E-05
  9     64       96           -67812.81455      -61058.85662    0.801172E-04    0.834554E-06
  9     65       96           -67812.79692      -61058.83898    0.404999E-04    0.421874E-06
  9     66      192           -67812.81048      -61058.85255    0.136909E-03    0.713070E-06
  9     67      192           -67812.83063      -61058.87269    0.298438E-03    0.155436E-05
  9     68      192           -67812.82720      -61058.86926    0.261346E-03    0.136118E-05
  9     69       48           -67812.87338      -61058.91545    0.389983E-03    0.812465E-05
  9     70       96           -67812.87207      -61058.91413    0.741141E-03    0.772022E-05
  9     71      192           -67812.88936      -61058.93142    0.289395E-02    0.150726E-04
  9     72       96           -67812.86915      -61058.91121    0.662137E-03    0.689726E-05
  9     73       48           -67812.77518      -61058.81724    0.873357E-05    0.181949E-06
  9     74       96           -67812.80572      -61058.84778    0.569340E-04    0.593063E-06
  9     75       96           -67812.84596      -61058.88802    0.269975E-03    0.281224E-05
  9     76      192           -67812.86070      -61058.90276    0.954898E-03    0.497343E-05
  9     77       96           -67812.85495      -61058.89701    0.382295E-03    0.398224E-05
  9     78       48           -67812.87663      -61058.91869    0.442088E-03    0.921018E-05
  9     79       96           -67812.89835      -61058.94042    0.204882E-02    0.213418E-04
  9     80       32           -67812.80120      -61058.84327    0.159344E-04    0.497949E-06
  9     81       96           -67812.89119      -61058.93325    0.155293E-02    0.161764E-04
  9     82       16           -67812.84558      -61058.88764    0.443427E-04    0.277142E-05
 10      1       96           -68563.19951      -61058.80180    0.961348E-05    0.100140E-06
 10      2      192           -68563.22623      -61058.82853    0.540572E-04    0.281548E-06
 10      3       96           -68563.19852      -61058.80082    0.925444E-05    0.964004E-07
 10      4       96           -68563.19838      -61058.80068    0.920410E-05    0.958761E-07
 10      5       48           -68563.21124      -61058.81354    0.756786E-05    0.157664E-06
 10      6       48           -68563.24170      -61058.84400    0.245864E-04    0.512217E-06
 10      7      192           -68563.19709      -61058.79938    0.175088E-04    0.911917E-07
 10      8       96           -68563.20784      -61058.81014    0.132704E-04    0.138234E-06
 10      9       96           -68563.21364      -61058.81594    0.166094E-04    0.173015E-06
 10     10      192           -68563.25766      -61058.85996    0.182349E-03    0.949737E-06
 10     11       96           -68563.19797      -61058.80026    0.905788E-05    0.943529E-07
 10     12      192           -68563.22825      -61058.83055    0.584528E-04    0.304441E-06
 10     13       96           -68563.24672      -61058.84901    0.596975E-04    0.621849E-06
 10     14      192           -68563.24614      -61058.84843    0.116760E-03    0.608124E-06
 10     15       96           -68563.22693      -61058.82923    0.277726E-04    0.289298E-06
 10     16      192           -68563.22335      -61058.82565    0.483603E-04    0.251876E-06
 10     17      192           -68563.25546      -61058.85776    0.167474E-03    0.872258E-06
 10     18      192           -68563.25561      -61058.85790    0.168389E-03    0.877028E-06
 10     19      192           -68563.25470      -61058.85700    0.162615E-03    0.846956E-06
 10     20      192           -68563.26407      -61058.86636    0.233598E-03    0.121666E-05
 10     21      192           -68563.27507      -61058.87736    0.357530E-03    0.186213E-05
 10     22      192           -68563.27252      -61058.87482    0.323997E-03    0.168749E-05
 10     23      192           -68563.23484      -61058.83713    0.754069E-04    0.392744E-06
 10     24      192           -68563.19848      -61058.80078    0.184788E-04    0.962439E-07
 10     25       96           -68563.19666      -61058.79895    0.860999E-05    0.896874E-07
 10     26       96           -68563.23259      -61058.83488    0.345647E-04    0.360049E-06
 10     27      192           -68563.22735      -61058.82964    0.564375E-04    0.293946E-06
 10     28       64           -68563.25601      -61058.85830    0.570072E-04    0.890738E-06
 10     29      192           -68563.24584      -61058.84813    0.115413E-03    0.601107E-06
 10     30      192           -68563.22906      -61058.83135    0.603039E-04    0.314083E-06
 10     31      192           -68563.24792      -61058.85021    0.125082E-03    0.651470E-06
 10     32      192           -68563.24485      -61058.84715    0.111098E-03    0.578635E-06
 10     33      192           -68563.26372      -61058.86601    0.230466E-03    0.120034E-05
 10     34       96           -68563.22979      -61058.83209    0.310215E-04    0.323141E-06
 10     35       48           -68563.20800      -61058.81030    0.667693E-05    0.139103E-06
 10     36      192           -68563.24395      -61058.84625    0.107289E-03    0.558794E-06
 10     37       48           -68563.20696      -61058.80925    0.641267E-05    0.133597E-06
 10     38      192           -68563.28889      -61058.89118    0.610090E-03    0.317755E-05
 10     39      192           -68563.28843      -61058.89073    0.599539E-03    0.312260E-05
 10     40       96           -68563.29626      -61058.89855    0.405671E-03    0.422574E-05
 10     41       96           -68563.29383      -61058.89613    0.369391E-03    0.384782E-05
 10     42       32           -68563.25704      -61058.85933    0.296645E-04    0.927015E-06
 10     43       16           -68563.27082      -61058.87311    0.252775E-04    0.157984E-05
 10     44       48           -68563.20535      -61058.80764    0.602525E-05    0.125526E-06
 10     45      192           -68563.25355      -61058.85584    0.155522E-03    0.810011E-06
 10     46       48           -68563.24488      -61058.84718    0.278035E-04    0.579240E-06
 10     47      192           -68563.27231      -61058.87460    0.321252E-03    0.167319E-05
 10     48      192           -68563.25558      -61058.85787    0.168188E-03    0.875977E-06
 10     49       48           -68563.21547      -61058.81776    0.891148E-05    0.185656E-06
 10     50       48           -68563.26774      -61058.87003    0.673075E-04    0.140224E-05
 10     51      192           -68563.29441      -61058.89671    0.755486E-03    0.393482E-05
 10     52      192           -68563.30566      -61058.90795    0.116708E-02    0.607854E-05
 10     53       24           -68563.22534      -61058.82763    0.652798E-05    0.271999E-06
 10     54       96           -68563.30286      -61058.90515    0.523721E-03    0.545542E-05
 10     55       96           -68563.21527      -61058.81757    0.176897E-04    0.184268E-06
 10     56       32           -68563.24851      -61058.85081    0.213316E-04    0.666612E-06
 10     57       96           -68563.26640      -61058.86870    0.127835E-03    0.133161E-05
 10     58       48           -68563.30263      -61058.90493    0.259571E-03    0.540773E-05
 10     59       96           -68563.30455      -61058.90685    0.559166E-03    0.582465E-05
 10     60       96           -68563.30780      -61058.91010    0.634096E-03    0.660517E-05
 10     61       16           -68563.23690      -61058.83919    0.680566E-05    0.425354E-06
 10     62       96           -68563.29162      -61058.89391    0.339047E-03    0.353173E-05
 10     63       48           -68563.30391      -61058.90620    0.272725E-03    0.568178E-05
 10     64       96           -68563.29514      -61058.89744    0.388577E-03    0.404767E-05
 10     65       48           -68563.32761      -61058.92990    0.682105E-03    0.142105E-04
 11      1       96           -69313.62809      -61058.79062    0.623740E-05    0.649729E-07
 11      2       48           -69313.62715      -61058.78968    0.300710E-05    0.626480E-07
 11      3       96           -69313.65893      -61058.82145    0.205601E-04    0.214168E-06
 11      4      192           -69313.68541      -61058.84793    0.114525E-03    0.596483E-06
 11      5       96           -69313.62681      -61058.78934    0.593609E-05    0.618342E-07
 11      6      192           -69313.65819      -61058.82072    0.399645E-04    0.208148E-06
 11      7      192           -69313.65744      -61058.81997    0.388217E-04    0.202196E-06
 11      8      192           -69313.65830      -61058.82082    0.401240E-04    0.208979E-06
 11      9      192           -69313.67591      -61058.83843    0.792907E-04    0.412972E-06
 11     10      192           -69313.65793      -61058.82046    0.395630E-04    0.206057E-06
 11     11       96           -69313.63928      -61058.80181    0.961509E-05    0.100157E-06
 11     12       96           -69313.70426      -61058.86678    0.118723E-03    0.123670E-05
 11     13      192           -69313.70946      -61058.87198    0.290327E-03    0.151212E-05
 11     14       96           -69313.68995      -61058.85247    0.682529E-04    0.710967E-06
 11     15       96           -69313.70310      -61058.86563    0.113531E-03    0.118262E-05
 11     16      192           -69313.66833      -61058.83085    0.591403E-04    0.308023E-06
 11     17      192           -69313.70143      -61058.86395    0.212833E-03    0.110851E-05
 11     18       48           -69313.70704      -61058.86956    0.660880E-04    0.137683E-05
 11     19      192           -69313.71851      -61058.88103    0.412038E-03    0.214603E-05
 11     20       48           -69313.64847      -61058.81100    0.685975E-05    0.142912E-06
 11     21       96           -69313.66195      -61058.82447    0.231042E-04    0.240669E-06
 11     22       48           -69313.62968      -61058.79220    0.331602E-05    0.690837E-07
